day,month,week,hour,input,output
2,1,3,12,"[8288.2, 8280.45, 8281.8, 8282.5, 8272.85, 8276.65, 8280.65, 8276.25, 8276.05, 8276.8, 8277.55, 8279.05, 8279.8, 8275.1, 8274.9, 8274.65, 8275.75, 8275.25, 8272.95, 8275.6, 8276.0, 8273.5, 8275.65, 8274.6, 8274.05, 8267.6, 8250.25, 8250.0, 8250.9, 8247.15, 8237.8, 8246.5, 8245.75, 8240.8, 8244.45, 8243.4, 8245.3, 8249.55, 8250.7, 8247.6, 8251.3, 8249.65, 8252.8, 8253.1, 8253.85, 8252.05, 8250.1, 8248.1, 8247.25, 8250.15, 8254.85, 8252.65, 8251.3, 8245.2, 8244.3, 8248.05, 8250.95, 8251.5, 8250.7, 8252.45]","[8288.2, 8280.45, 8281.8, 8282.5, 8272.85, 8276.65, 8280.65, 8276.25, 8276.05, 8276.8, 8277.55, 8279.05, 8279.8, 8275.1, 8274.9, 8274.65, 8275.75, 8275.25, 8272.95, 8275.6, 8276.0, 8273.5, 8275.65, 8274.6, 8274.05, 8267.6, 8250.25, 8250.0, 8250.9, 8247.15, 8237.8, 8246.5, 8245.75, 8240.8, 8244.45, 8243.4, 8245.3, 8249.55, 8250.7, 8247.6, 8251.3, 8249.65, 8252.8, 8253.1, 8253.85, 8252.05, 8250.1, 8248.1, 8247.25, 8250.15, 8254.85, 8252.65, 8251.3, 8245.2, 8244.3, 8248.05, 8250.95, 8251.5, 8250.7, 8252.45, 8252.3, 8252.45, 8253.55, 8253.25, 8251.2, 8250.15, 8250.9, 8250.45, 8252.6, 8251.5, 8250.15, 8249.25, 8250.65, 8253.8, 8257.9, 8262.55, 8263.85, 8262.95, 8258.95, 8257.85, 8259.35, 8259.6, 8262.05, 8258.6, 8256.65, 8253.85, 8252.95, 8251.75, 8252.35, 8255.5]"
2,1,3,13,"[8252.3, 8252.45, 8253.55, 8253.25, 8251.2, 8250.15, 8250.9, 8250.45, 8252.6, 8251.5, 8250.15, 8249.25, 8250.65, 8253.8, 8257.9, 8262.55, 8263.85, 8262.95, 8258.95, 8257.85, 8259.35, 8259.6, 8262.05, 8258.6, 8256.65, 8253.85, 8252.95, 8251.75, 8252.35, 8255.5, 8255.25, 8251.2, 8247.25, 8246.2, 8245.95, 8248.2, 8251.25, 8246.7, 8250.05, 8253.5, 8255.05, 8258.75, 8256.3, 8258.6, 8259.35, 8260.05, 8258.8, 8256.25, 8254.95, 8253.2, 8249.05, 8248.35, 8247.95, 8251.75, 8248.95, 8249.4, 8253.35, 8256.0, 8257.5, 8256.75]","[8252.3, 8252.45, 8253.55, 8253.25, 8251.2, 8250.15, 8250.9, 8250.45, 8252.6, 8251.5, 8250.15, 8249.25, 8250.65, 8253.8, 8257.9, 8262.55, 8263.85, 8262.95, 8258.95, 8257.85, 8259.35, 8259.6, 8262.05, 8258.6, 8256.65, 8253.85, 8252.95, 8251.75, 8252.35, 8255.5, 8255.25, 8251.2, 8247.25, 8246.2, 8245.95, 8248.2, 8251.25, 8246.7, 8250.05, 8253.5, 8255.05, 8258.75, 8256.3, 8258.6, 8259.35, 8260.05, 8258.8, 8256.25, 8254.95, 8253.2, 8249.05, 8248.35, 8247.95, 8251.75, 8248.95, 8249.4, 8253.35, 8256.0, 8257.5, 8256.75, 8259.8, 8261.3, 8263.35, 8260.65, 8251.9, 8256.7, 8257.7, 8255.8, 8268.35, 8272.65, 8271.9, 8285.25, 8291.75, 8285.25, 8280.45, 8288.85, 8293.05, 8301.5, 8298.1, 8292.2, 8292.4, 8297.8, 8290.5, 8296.65, 8291.45, 8286.7, 8285.0, 8283.5, 8285.9, 8285.2]"
3,1,3,10,"[8424.8, 8424.0, 8425.85, 8419.15, 8417.6, 8415.7, 8415.55, 8415.2, 8413.05, 8413.4, 8411.65, 8412.2, 8412.3, 8405.85, 8407.8, 8405.45, 8405.4, 8405.15, 8403.4, 8403.55, 8406.25, 8407.55, 8405.4, 8406.4, 8407.5, 8409.45, 8410.9, 8410.95, 8411.45, 8408.45, 8405.9, 8408.5, 8408.45, 8406.25, 8406.55, 8408.0, 8409.15, 8409.75, 8406.7, 8407.75, 8408.65, 8407.8, 8402.55, 8399.4, 8404.35, 8405.0, 8407.1, 8411.55, 8414.9, 8414.25, 8415.9, 8415.75, 8418.25, 8417.85, 8417.6, 8416.65, 8417.15, 8416.65, 8419.25, 8418.85]","[8424.8, 8424.0, 8425.85, 8419.15, 8417.6, 8415.7, 8415.55, 8415.2, 8413.05, 8413.4, 8411.65, 8412.2, 8412.3, 8405.85, 8407.8, 8405.45, 8405.4, 8405.15, 8403.4, 8403.55, 8406.25, 8407.55, 8405.4, 8406.4, 8407.5, 8409.45, 8410.9, 8410.95, 8411.45, 8408.45, 8405.9, 8408.5, 8408.45, 8406.25, 8406.55, 8408.0, 8409.15, 8409.75, 8406.7, 8407.75, 8408.65, 8407.8, 8402.55, 8399.4, 8404.35, 8405.0, 8407.1, 8411.55, 8414.9, 8414.25, 8415.9, 8415.75, 8418.25, 8417.85, 8417.6, 8416.65, 8417.15, 8416.65, 8419.25, 8418.85, 8418.7, 8419.1, 8418.25, 8419.5, 8419.9, 8424.2, 8421.5, 8423.5, 8421.95, 8423.55, 8424.45, 8436.15, 8437.2, 8434.95, 8433.3, 8434.85, 8434.3, 8433.95, 8433.85, 8432.5, 8433.2, 8431.7, 8434.1, 8433.4, 8432.65, 8435.3, 8435.25, 8435.3, 8434.6, 8431.95]"
3,1,3,11,"[8418.7, 8419.1, 8418.25, 8419.5, 8419.9, 8424.2, 8421.5, 8423.5, 8421.95, 8423.55, 8424.45, 8436.15, 8437.2, 8434.95, 8433.3, 8434.85, 8434.3, 8433.95, 8433.85, 8432.5, 8433.2, 8431.7, 8434.1, 8433.4, 8432.65, 8435.3, 8435.25, 8435.3, 8434.6, 8431.95, 8433.35, 8437.2, 8441.5, 8442.35, 8442.0, 8441.75, 8440.8, 8447.4, 8450.65, 8455.4, 8454.1, 8458.1, 8457.25, 8460.85, 8463.4, 8466.0, 8463.9, 8460.05, 8458.4, 8457.7, 8461.2, 8457.0, 8456.9, 8459.4, 8460.4, 8462.05, 8462.45, 8462.3, 8463.8, 8463.4]","[8418.7, 8419.1, 8418.25, 8419.5, 8419.9, 8424.2, 8421.5, 8423.5, 8421.95, 8423.55, 8424.45, 8436.15, 8437.2, 8434.95, 8433.3, 8434.85, 8434.3, 8433.95, 8433.85, 8432.5, 8433.2, 8431.7, 8434.1, 8433.4, 8432.65, 8435.3, 8435.25, 8435.3, 8434.6, 8431.95, 8433.35, 8437.2, 8441.5, 8442.35, 8442.0, 8441.75, 8440.8, 8447.4, 8450.65, 8455.4, 8454.1, 8458.1, 8457.25, 8460.85, 8463.4, 8466.0, 8463.9, 8460.05, 8458.4, 8457.7, 8461.2, 8457.0, 8456.9, 8459.4, 8460.4, 8462.05, 8462.45, 8462.3, 8463.8, 8463.4, 8463.3, 8465.35, 8462.1, 8462.45, 8462.15, 8460.35, 8458.1, 8457.95, 8456.85, 8454.15, 8456.85, 8455.0, 8454.5, 8459.15, 8459.75, 8460.3, 8454.8, 8452.95, 8456.15, 8459.05, 8461.1, 8461.8, 8460.7, 8458.35, 8460.65, 8462.6, 8462.75, 8462.9, 8462.25, 8460.3]"
3,1,3,12,"[8463.3, 8465.35, 8462.1, 8462.45, 8462.15, 8460.35, 8458.1, 8457.95, 8456.85, 8454.15, 8456.85, 8455.0, 8454.5, 8459.15, 8459.75, 8460.3, 8454.8, 8452.95, 8456.15, 8459.05, 8461.1, 8461.8, 8460.7, 8458.35, 8460.65, 8462.6, 8462.75, 8462.9, 8462.25, 8460.3, 8461.05, 8461.6, 8463.05, 8463.65, 8461.8, 8460.95, 8461.8, 8462.0, 8464.1, 8465.35, 8466.85, 8472.1, 8472.05, 8470.3, 8471.85, 8469.6, 8477.4, 8478.55, 8480.35, 8482.75, 8479.35, 8476.55, 8477.2, 8475.8, 8474.15, 8476.15, 8475.3, 8475.75, 8477.95, 8475.85]","[8463.3, 8465.35, 8462.1, 8462.45, 8462.15, 8460.35, 8458.1, 8457.95, 8456.85, 8454.15, 8456.85, 8455.0, 8454.5, 8459.15, 8459.75, 8460.3, 8454.8, 8452.95, 8456.15, 8459.05, 8461.1, 8461.8, 8460.7, 8458.35, 8460.65, 8462.6, 8462.75, 8462.9, 8462.25, 8460.3, 8461.05, 8461.6, 8463.05, 8463.65, 8461.8, 8460.95, 8461.8, 8462.0, 8464.1, 8465.35, 8466.85, 8472.1, 8472.05, 8470.3, 8471.85, 8469.6, 8477.4, 8478.55, 8480.35, 8482.75, 8479.35, 8476.55, 8477.2, 8475.8, 8474.15, 8476.15, 8475.3, 8475.75, 8477.95, 8475.85, 8475.0, 8473.9, 8474.2, 8473.65, 8475.5, 8477.15, 8476.85, 8475.3, 8474.3, 8474.85, 8476.35, 8476.15, 8476.7, 8472.1, 8472.65, 8470.6, 8470.55, 8475.75, 8476.85, 8474.6, 8475.75, 8475.65, 8477.75, 8475.7, 8476.25, 8476.3, 8478.65, 8477.15, 8476.85, 8476.5]"
3,1,3,13,"[8475.0, 8473.9, 8474.2, 8473.65, 8475.5, 8477.15, 8476.85, 8475.3, 8474.3, 8474.85, 8476.35, 8476.15, 8476.7, 8472.1, 8472.65, 8470.6, 8470.55, 8475.75, 8476.85, 8474.6, 8475.75, 8475.65, 8477.75, 8475.7, 8476.25, 8476.3, 8478.65, 8477.15, 8476.85, 8476.5, 8478.7, 8481.2, 8480.95, 8482.4, 8482.85, 8481.7, 8485.45, 8483.65, 8485.25, 8483.75, 8482.75, 8482.85, 8483.55, 8483.2, 8481.65, 8478.1, 8477.3, 8475.95, 8477.05, 8476.3, 8476.55, 8474.85, 8475.3, 8473.15, 8476.05, 8475.45, 8474.65, 8476.8, 8479.25, 8479.4]","[8475.0, 8473.9, 8474.2, 8473.65, 8475.5, 8477.15, 8476.85, 8475.3, 8474.3, 8474.85, 8476.35, 8476.15, 8476.7, 8472.1, 8472.65, 8470.6, 8470.55, 8475.75, 8476.85, 8474.6, 8475.75, 8475.65, 8477.75, 8475.7, 8476.25, 8476.3, 8478.65, 8477.15, 8476.85, 8476.5, 8478.7, 8481.2, 8480.95, 8482.4, 8482.85, 8481.7, 8485.45, 8483.65, 8485.25, 8483.75, 8482.75, 8482.85, 8483.55, 8483.2, 8481.65, 8478.1, 8477.3, 8475.95, 8477.05, 8476.3, 8476.55, 8474.85, 8475.3, 8473.15, 8476.05, 8475.45, 8474.65, 8476.8, 8479.25, 8479.4, 8477.2, 8478.05, 8478.4, 8482.0, 8483.5, 8484.05, 8487.6, 8486.85, 8488.6, 8489.2, 8491.2, 8495.2, 8495.05, 8492.85, 8491.1, 8489.55, 8489.15, 8490.5, 8490.95, 8493.75, 8490.0, 8489.75, 8490.3, 8488.25, 8491.5, 8490.45, 8489.5, 8487.55, 8489.35, 8491.35]"
0,1,4,10,"[8552.85, 8555.1, 8557.75, 8558.95, 8558.8, 8558.95, 8559.65, 8560.65, 8560.5, 8560.65, 8564.35, 8565.2, 8563.2, 8561.5, 8560.3, 8559.65, 8559.3, 8558.4, 8558.5, 8561.25, 8561.4, 8561.9, 8561.45, 8561.75, 8564.2, 8563.4, 8564.45, 8564.4, 8563.75, 8565.7, 8568.9, 8569.0, 8567.6, 8567.15, 8565.2, 8567.75, 8565.95, 8567.0, 8566.0, 8564.55, 8562.75, 8562.75, 8561.0, 8560.85, 8560.0, 8557.1, 8555.7, 8555.75, 8556.05, 8558.5, 8559.6, 8559.95, 8563.35, 8565.35, 8565.0, 8569.05, 8567.3, 8566.2, 8568.55, 8568.7]","[8552.85, 8555.1, 8557.75, 8558.95, 8558.8, 8558.95, 8559.65, 8560.65, 8560.5, 8560.65, 8564.35, 8565.2, 8563.2, 8561.5, 8560.3, 8559.65, 8559.3, 8558.4, 8558.5, 8561.25, 8561.4, 8561.9, 8561.45, 8561.75, 8564.2, 8563.4, 8564.45, 8564.4, 8563.75, 8565.7, 8568.9, 8569.0, 8567.6, 8567.15, 8565.2, 8567.75, 8565.95, 8567.0, 8566.0, 8564.55, 8562.75, 8562.75, 8561.0, 8560.85, 8560.0, 8557.1, 8555.7, 8555.75, 8556.05, 8558.5, 8559.6, 8559.95, 8563.35, 8565.35, 8565.0, 8569.05, 8567.3, 8566.2, 8568.55, 8568.7, 8569.15, 8568.35, 8569.2, 8563.2, 8564.55, 8563.7, 8563.35, 8561.2, 8564.2, 8563.8, 8565.05, 8565.25, 8565.1, 8565.7, 8566.7, 8567.1, 8566.15, 8566.05, 8565.35, 8564.65, 8560.5, 8559.55, 8558.5, 8555.95, 8556.9, 8555.8, 8556.05, 8556.05, 8551.35, 8551.2]"
0,1,4,11,"[8569.15, 8568.35, 8569.2, 8563.2, 8564.55, 8563.7, 8563.35, 8561.2, 8564.2, 8563.8, 8565.05, 8565.25, 8565.1, 8565.7, 8566.7, 8567.1, 8566.15, 8566.05, 8565.35, 8564.65, 8560.5, 8559.55, 8558.5, 8555.95, 8556.9, 8555.8, 8556.05, 8556.05, 8551.35, 8551.2, 8548.15, 8549.15, 8550.3, 8550.75, 8551.05, 8547.85, 8547.55, 8549.8, 8549.2, 8544.4, 8545.45, 8544.6, 8544.35, 8544.2, 8545.0, 8545.2, 8546.7, 8548.1, 8549.55, 8549.7, 8549.3, 8549.1, 8551.35, 8553.1, 8552.0, 8553.1, 8550.95, 8549.75, 8546.45, 8547.6]","[8569.15, 8568.35, 8569.2, 8563.2, 8564.55, 8563.7, 8563.35, 8561.2, 8564.2, 8563.8, 8565.05, 8565.25, 8565.1, 8565.7, 8566.7, 8567.1, 8566.15, 8566.05, 8565.35, 8564.65, 8560.5, 8559.55, 8558.5, 8555.95, 8556.9, 8555.8, 8556.05, 8556.05, 8551.35, 8551.2, 8548.15, 8549.15, 8550.3, 8550.75, 8551.05, 8547.85, 8547.55, 8549.8, 8549.2, 8544.4, 8545.45, 8544.6, 8544.35, 8544.2, 8545.0, 8545.2, 8546.7, 8548.1, 8549.55, 8549.7, 8549.3, 8549.1, 8551.35, 8553.1, 8552.0, 8553.1, 8550.95, 8549.75, 8546.45, 8547.6, 8550.0, 8550.65, 8550.9, 8553.9, 8551.85, 8552.6, 8552.75, 8554.7, 8554.65, 8553.9, 8551.0, 8551.35, 8550.05, 8551.85, 8551.0, 8549.2, 8543.05, 8543.5, 8541.65, 8536.6, 8535.95, 8535.1, 8537.85, 8535.35, 8534.9, 8534.05, 8536.8, 8533.25, 8534.7, 8534.7]"
0,1,4,12,"[8550.0, 8550.65, 8550.9, 8553.9, 8551.85, 8552.6, 8552.75, 8554.7, 8554.65, 8553.9, 8551.0, 8551.35, 8550.05, 8551.85, 8551.0, 8549.2, 8543.05, 8543.5, 8541.65, 8536.6, 8535.95, 8535.1, 8537.85, 8535.35, 8534.9, 8534.05, 8536.8, 8533.25, 8534.7, 8534.7, 8534.05, 8534.8, 8536.8, 8539.2, 8541.45, 8543.05, 8543.25, 8543.65, 8544.8, 8544.5, 8542.95, 8542.65, 8541.2, 8540.4, 8539.6, 8540.85, 8542.95, 8544.5, 8545.45, 8544.1, 8543.9, 8543.9, 8545.0, 8546.75, 8547.25, 8546.9, 8548.85, 8548.25, 8548.45, 8549.45]","[8550.0, 8550.65, 8550.9, 8553.9, 8551.85, 8552.6, 8552.75, 8554.7, 8554.65, 8553.9, 8551.0, 8551.35, 8550.05, 8551.85, 8551.0, 8549.2, 8543.05, 8543.5, 8541.65, 8536.6, 8535.95, 8535.1, 8537.85, 8535.35, 8534.9, 8534.05, 8536.8, 8533.25, 8534.7, 8534.7, 8534.05, 8534.8, 8536.8, 8539.2, 8541.45, 8543.05, 8543.25, 8543.65, 8544.8, 8544.5, 8542.95, 8542.65, 8541.2, 8540.4, 8539.6, 8540.85, 8542.95, 8544.5, 8545.45, 8544.1, 8543.9, 8543.9, 8545.0, 8546.75, 8547.25, 8546.9, 8548.85, 8548.25, 8548.45, 8549.45, 8550.3, 8549.85, 8551.3, 8550.8, 8549.9, 8551.1, 8551.55, 8553.25, 8555.6, 8555.75, 8554.55, 8553.3, 8552.75, 8555.1, 8553.4, 8553.35, 8552.65, 8554.4, 8555.25, 8555.9, 8556.0, 8556.35, 8556.35, 8557.8, 8558.5, 8559.05, 8559.95, 8561.3, 8560.25, 8559.4]"
0,1,4,13,"[8550.3, 8549.85, 8551.3, 8550.8, 8549.9, 8551.1, 8551.55, 8553.25, 8555.6, 8555.75, 8554.55, 8553.3, 8552.75, 8555.1, 8553.4, 8553.35, 8552.65, 8554.4, 8555.25, 8555.9, 8556.0, 8556.35, 8556.35, 8557.8, 8558.5, 8559.05, 8559.95, 8561.3, 8560.25, 8559.4, 8557.75, 8555.55, 8558.6, 8557.5, 8553.8, 8555.35, 8553.15, 8553.45, 8555.45, 8558.2, 8560.55, 8557.2, 8559.3, 8556.35, 8556.4, 8554.7, 8555.85, 8556.2, 8556.9, 8556.5, 8558.45, 8559.5, 8559.1, 8561.4, 8563.55, 8563.95, 8560.75, 8563.85, 8564.45, 8566.2]","[8550.3, 8549.85, 8551.3, 8550.8, 8549.9, 8551.1, 8551.55, 8553.25, 8555.6, 8555.75, 8554.55, 8553.3, 8552.75, 8555.1, 8553.4, 8553.35, 8552.65, 8554.4, 8555.25, 8555.9, 8556.0, 8556.35, 8556.35, 8557.8, 8558.5, 8559.05, 8559.95, 8561.3, 8560.25, 8559.4, 8557.75, 8555.55, 8558.6, 8557.5, 8553.8, 8555.35, 8553.15, 8553.45, 8555.45, 8558.2, 8560.55, 8557.2, 8559.3, 8556.35, 8556.4, 8554.7, 8555.85, 8556.2, 8556.9, 8556.5, 8558.45, 8559.5, 8559.1, 8561.4, 8563.55, 8563.95, 8560.75, 8563.85, 8564.45, 8566.2, 8564.45, 8563.1, 8561.75, 8559.25, 8559.6, 8561.1, 8562.15, 8564.4, 8565.85, 8565.9, 8566.15, 8567.2, 8565.3, 8564.6, 8564.55, 8564.1, 8564.1, 8564.9, 8564.6, 8564.35, 8563.1, 8563.35, 8564.4, 8565.3, 8564.5, 8561.9, 8559.75, 8557.0, 8557.2, 8558.3]"
1,1,4,10,"[8591.95, 8594.2, 8594.5, 8592.85, 8591.3, 8592.7, 8593.25, 8593.05, 8593.2, 8593.95, 8593.45, 8593.5, 8595.55, 8597.6, 8598.3, 8598.7, 8599.35, 8598.9, 8601.2, 8598.75, 8597.7, 8595.4, 8594.2, 8594.1, 8595.0, 8597.2, 8594.9, 8593.8, 8595.05, 8595.1, 8595.1, 8593.9, 8594.8, 8596.5, 8596.3, 8595.6, 8594.85, 8594.75, 8594.95, 8594.5, 8593.45, 8594.0, 8595.5, 8596.7, 8598.5, 8600.45, 8600.5, 8601.4, 8602.75, 8602.65, 8602.25, 8602.75, 8602.55, 8604.45, 8603.35, 8601.15, 8602.0, 8602.6, 8603.4, 8600.85]","[8591.95, 8594.2, 8594.5, 8592.85, 8591.3, 8592.7, 8593.25, 8593.05, 8593.2, 8593.95, 8593.45, 8593.5, 8595.55, 8597.6, 8598.3, 8598.7, 8599.35, 8598.9, 8601.2, 8598.75, 8597.7, 8595.4, 8594.2, 8594.1, 8595.0, 8597.2, 8594.9, 8593.8, 8595.05, 8595.1, 8595.1, 8593.9, 8594.8, 8596.5, 8596.3, 8595.6, 8594.85, 8594.75, 8594.95, 8594.5, 8593.45, 8594.0, 8595.5, 8596.7, 8598.5, 8600.45, 8600.5, 8601.4, 8602.75, 8602.65, 8602.25, 8602.75, 8602.55, 8604.45, 8603.35, 8601.15, 8602.0, 8602.6, 8603.4, 8600.85, 8601.5, 8603.25, 8602.75, 8603.95, 8603.4, 8601.2, 8601.45, 8603.35, 8603.45, 8603.2, 8601.45, 8600.65, 8600.75, 8600.75, 8599.25, 8598.6, 8597.0, 8596.6, 8594.2, 8594.95, 8598.0, 8597.8, 8596.65, 8593.65, 8592.55, 8594.1, 8597.55, 8599.1, 8598.3, 8596.7]"
1,1,4,11,"[8601.5, 8603.25, 8602.75, 8603.95, 8603.4, 8601.2, 8601.45, 8603.35, 8603.45, 8603.2, 8601.45, 8600.65, 8600.75, 8600.75, 8599.25, 8598.6, 8597.0, 8596.6, 8594.2, 8594.95, 8598.0, 8597.8, 8596.65, 8593.65, 8592.55, 8594.1, 8597.55, 8599.1, 8598.3, 8596.7, 8596.7, 8595.1, 8595.85, 8596.7, 8596.6, 8596.9, 8597.1, 8596.95, 8597.45, 8597.45, 8595.2, 8595.6, 8597.95, 8596.9, 8596.95, 8596.9, 8597.25, 8597.75, 8599.15, 8600.75, 8600.3, 8600.65, 8601.75, 8602.35, 8601.45, 8601.45, 8602.85, 8607.15, 8604.5, 8605.3]","[8601.5, 8603.25, 8602.75, 8603.95, 8603.4, 8601.2, 8601.45, 8603.35, 8603.45, 8603.2, 8601.45, 8600.65, 8600.75, 8600.75, 8599.25, 8598.6, 8597.0, 8596.6, 8594.2, 8594.95, 8598.0, 8597.8, 8596.65, 8593.65, 8592.55, 8594.1, 8597.55, 8599.1, 8598.3, 8596.7, 8596.7, 8595.1, 8595.85, 8596.7, 8596.6, 8596.9, 8597.1, 8596.95, 8597.45, 8597.45, 8595.2, 8595.6, 8597.95, 8596.9, 8596.95, 8596.9, 8597.25, 8597.75, 8599.15, 8600.75, 8600.3, 8600.65, 8601.75, 8602.35, 8601.45, 8601.45, 8602.85, 8607.15, 8604.5, 8605.3, 8607.05, 8606.45, 8606.05, 8604.7, 8603.6, 8602.7, 8601.45, 8600.7, 8599.3, 8600.0, 8600.55, 8603.1, 8604.7, 8604.1, 8603.9, 8604.3, 8605.0, 8604.3, 8606.1, 8606.8, 8607.5, 8608.55, 8609.1, 8610.85, 8612.75, 8611.2, 8611.0, 8612.25, 8614.5, 8615.3]"
1,1,4,12,"[8607.05, 8606.45, 8606.05, 8604.7, 8603.6, 8602.7, 8601.45, 8600.7, 8599.3, 8600.0, 8600.55, 8603.1, 8604.7, 8604.1, 8603.9, 8604.3, 8605.0, 8604.3, 8606.1, 8606.8, 8607.5, 8608.55, 8609.1, 8610.85, 8612.75, 8611.2, 8611.0, 8612.25, 8614.5, 8615.3, 8616.85, 8617.75, 8617.7, 8619.25, 8619.35, 8616.1, 8618.05, 8620.15, 8620.65, 8620.05, 8620.65, 8618.5, 8618.8, 8621.2, 8624.55, 8628.3, 8621.8, 8619.15, 8619.9, 8618.5, 8617.65, 8615.3, 8614.15, 8613.2, 8616.3, 8615.25, 8616.05, 8615.05, 8616.4, 8616.65]","[8607.05, 8606.45, 8606.05, 8604.7, 8603.6, 8602.7, 8601.45, 8600.7, 8599.3, 8600.0, 8600.55, 8603.1, 8604.7, 8604.1, 8603.9, 8604.3, 8605.0, 8604.3, 8606.1, 8606.8, 8607.5, 8608.55, 8609.1, 8610.85, 8612.75, 8611.2, 8611.0, 8612.25, 8614.5, 8615.3, 8616.85, 8617.75, 8617.7, 8619.25, 8619.35, 8616.1, 8618.05, 8620.15, 8620.65, 8620.05, 8620.65, 8618.5, 8618.8, 8621.2, 8624.55, 8628.3, 8621.8, 8619.15, 8619.9, 8618.5, 8617.65, 8615.3, 8614.15, 8613.2, 8616.3, 8615.25, 8616.05, 8615.05, 8616.4, 8616.65, 8617.8, 8619.15, 8621.75, 8620.15, 8620.4, 8620.0, 8621.0, 8620.8, 8623.15, 8624.3, 8623.65, 8623.5, 8623.25, 8623.75, 8624.45, 8625.4, 8625.55, 8623.6, 8620.9, 8621.05, 8621.25, 8619.3, 8618.9, 8615.1, 8617.15, 8620.3, 8623.7, 8623.75, 8623.95, 8626.05]"
1,1,4,13,"[8617.8, 8619.15, 8621.75, 8620.15, 8620.4, 8620.0, 8621.0, 8620.8, 8623.15, 8624.3, 8623.65, 8623.5, 8623.25, 8623.75, 8624.45, 8625.4, 8625.55, 8623.6, 8620.9, 8621.05, 8621.25, 8619.3, 8618.9, 8615.1, 8617.15, 8620.3, 8623.7, 8623.75, 8623.95, 8626.05, 8625.4, 8627.95, 8629.65, 8629.25, 8630.15, 8629.25, 8625.25, 8624.9, 8627.2, 8630.55, 8629.4, 8628.45, 8633.95, 8639.35, 8641.6, 8642.45, 8642.05, 8638.5, 8639.2, 8635.25, 8639.3, 8642.7, 8640.25, 8638.4, 8642.25, 8640.25, 8641.25, 8644.65, 8649.15, 8645.45]","[8617.8, 8619.15, 8621.75, 8620.15, 8620.4, 8620.0, 8621.0, 8620.8, 8623.15, 8624.3, 8623.65, 8623.5, 8623.25, 8623.75, 8624.45, 8625.4, 8625.55, 8623.6, 8620.9, 8621.05, 8621.25, 8619.3, 8618.9, 8615.1, 8617.15, 8620.3, 8623.7, 8623.75, 8623.95, 8626.05, 8625.4, 8627.95, 8629.65, 8629.25, 8630.15, 8629.25, 8625.25, 8624.9, 8627.2, 8630.55, 8629.4, 8628.45, 8633.95, 8639.35, 8641.6, 8642.45, 8642.05, 8638.5, 8639.2, 8635.25, 8639.3, 8642.7, 8640.25, 8638.4, 8642.25, 8640.25, 8641.25, 8644.65, 8649.15, 8645.45, 8645.2, 8647.05, 8644.1, 8646.25, 8647.95, 8648.25, 8649.75, 8652.9, 8652.25, 8655.65, 8656.4, 8654.0, 8656.6, 8656.9, 8654.6, 8661.05, 8660.6, 8660.2, 8658.3, 8660.5, 8661.25, 8662.55, 8668.0, 8668.15, 8670.2, 8665.45, 8659.35, 8664.5, 8666.9, 8663.95]"
2,1,4,10,"[8733.75, 8734.9, 8737.25, 8739.25, 8737.15, 8737.05, 8732.4, 8729.35, 8724.4, 8720.6, 8719.85, 8720.45, 8725.25, 8720.6, 8715.75, 8715.8, 8719.0, 8721.25, 8719.75, 8721.55, 8723.15, 8725.7, 8727.75, 8727.2, 8728.6, 8730.35, 8730.85, 8732.15, 8730.45, 8728.1, 8724.65, 8724.45, 8724.05, 8723.2, 8722.4, 8720.25, 8723.75, 8724.5, 8724.5, 8725.6, 8726.9, 8724.35, 8723.25, 8719.05, 8718.25, 8717.0, 8714.55, 8714.0, 8714.65, 8715.0, 8720.3, 8719.6, 8718.25, 8714.2, 8708.25, 8712.0, 8711.45, 8706.55, 8706.35, 8703.65]","[8733.75, 8734.9, 8737.25, 8739.25, 8737.15, 8737.05, 8732.4, 8729.35, 8724.4, 8720.6, 8719.85, 8720.45, 8725.25, 8720.6, 8715.75, 8715.8, 8719.0, 8721.25, 8719.75, 8721.55, 8723.15, 8725.7, 8727.75, 8727.2, 8728.6, 8730.35, 8730.85, 8732.15, 8730.45, 8728.1, 8724.65, 8724.45, 8724.05, 8723.2, 8722.4, 8720.25, 8723.75, 8724.5, 8724.5, 8725.6, 8726.9, 8724.35, 8723.25, 8719.05, 8718.25, 8717.0, 8714.55, 8714.0, 8714.65, 8715.0, 8720.3, 8719.6, 8718.25, 8714.2, 8708.25, 8712.0, 8711.45, 8706.55, 8706.35, 8703.65, 8703.1, 8701.75, 8701.85, 8699.9, 8701.6, 8695.75, 8691.25, 8696.85, 8699.3, 8702.1, 8702.2, 8705.25, 8707.7, 8707.2, 8704.5, 8708.45, 8709.1, 8709.8, 8702.65, 8697.9, 8703.3, 8701.75, 8701.75, 8706.4, 8704.65, 8705.85, 8708.7, 8708.2, 8710.6, 8711.05]"
